177,160,148
208,183,168
191,175,159
161,138,116
162,148,136
196,177,159
255,245,226
161,146,128
243,217,195
227,199,172
230,199,176
171,155,133
200,184,168
201,186,172
208,192,176
205,189,171
243,221,202
226,200,183
202,181,164
229,204,189
243,226,217
210,195,183
158,145,128
240,225,217
248,234,220
219,197,178
255,246,221
201,181,163
226,206,188
222,198,180
167,147,128
161,138,121
232,213,199
225,198,182
192,171,152
216,194,175
229,210,195
252,222,200
216,187,168
182,153,135
197,179,160
218,198,180
220,206,191
255,225,211
248,221,195
255,238,219
207,181,165
221,199,180
239,222,206
226,198,178
202,179,161
191,168,150
251,223,203
195,173,157
205,179,163
139,111,91
188,175,162
255,251,228
212,188,170
211,186,172
207,189,179
220,198,181
217,194,176
220,198,181
247,227,208
207,191,173
245,217,196
212,189,166
244,214,200
237,215,195
249,227,207
213,186,168
186,166,151
197,176,157
255,239,214
173,153,134
187,169,155
160,136,117
255,255,234
116,101,80
216,190,174
145,132,115
255,242,221
175,156,138
184,169,151
180,164,144
249,227,207
150,137,118
165,152,135
255,234,212
196,174,158
155,145,124
253,241,222
198,181,159
211,188,167
190,181,161
225,201,183
255,237,217
205,175,150
255,228,205
199,184,165
227,212,200
124,112,96
209,192,179
192,172,157
248,219,202
177,161,146
200,174,158
173,154,136
229,201,183
204,184,166
154,133,112
168,150,136
212,185,165
223,201,184
255,243,218
181,154,137
163,145,129
211,184,164
142,127,114
178,156,136
138,118,102
255,248,218
242,214,194
150,126,103
95,76,54
81,61,39
143,122,99
193,170,155
154,130,114
232,208,188
159,151,137
183,160,142
174,151,134
205,182,162
149,133,114
181,162,144
255,228,202
194,172,151
199,179,157
131,116,101
164,147,124
205,186,163
152,133,116
143,120,98
135,106,82
88,66,40
253,222,196
143,123,105
202,179,161
154,132,115
107,98,86
107,95,77
82,71,53
105,87,68
134,115,96
144,124,106
111,96,77
123,101,87
132,109,91
108,94,81
111,97,80
73,59,41
136,122,104
135,113,96
155,134,116
133,113,101
177,152,126
155,136,121
183,160,142
150,136,118
154,137,121
192,180,164
223,203,182
221,197,177
122,108,89
221,205,189
255,255,236
208,189,171
247,219,198
193,175,165
245,227,210
220,204,188
189,173,160
182,164,147
213,193,175
255,235,216
189,172,153
146,133,116
140,121,104
168,142,125
163,139,123
217,191,173
252,229,219
200,176,159
198,174,157
185,169,154
188,163,144
201,181,163
239,212,188
229,211,191
255,229,207
242,215,196
255,236,216
157,139,130
222,192,176
187,169,155
253,221,198
165,149,134
215,185,169
223,205,188
151,127,109
156,135,117
155,139,124
172,149,132
156,134,117
170,153,136
222,196,170
242,218,197
242,213,188
169,150,132
183,162,145
255,247,220
132,120,103
180,164,149
232,204,186
215,197,180
197,166,149
205,185,167
255,254,232
205,182,164
213,187,170
143,127,108
146,127,110
152,130,113
164,146,126
181,163,146
238,212,195
246,224,204
216,198,183
152,136,123
179,158,139
255,237,222
194,177,158
153,135,115
242,217,192
234,210,190
194,173,151
245,226,212
216,190,174
201,180,161
198,174,159
162,147,138
126,111,99
177,161,143
177,161,143
164,148,135
159,140,123
184,169,151
150,126,108
255,234,215
255,238,219
220,189,169
224,194,176
214,194,176
225,206,192
152,139,122
179,166,146
189,169,152
255,248,232
198,174,152
215,186,165
225,207,190
189,172,153
182,165,143
214,204,187
207,187,170
255,249,232
237,208,191
237,210,194
255,233,216
225,201,183
214,192,166
212,191,169
196,186,168
182,169,150
220,198,181
101,88,63
230,211,194
245,225,206
186,165,146
214,194,176
237,215,195
255,235,219
236,209,193
241,216,198
197,184,164
179,169,152
124,114,93
216,203,192
255,245,227
204,186,170
233,207,185
224,199,184
